,0
115,0.9994922883881873
116,0.9998062355152825
117,0.999908225813355
118,1.0
119,0.9994884724871914
120,0.9998419455943384
121,0.9994774446465688
122,0.9999976501832275
123,0.9994742764383011
124,0.999542107698815
125,0.9999327486496051
126,1.0
127,1.00000005827384
128,1.000000001732067
129,0.9994896589236946
130,1.0000000484773326
131,1.0000000000607654
132,1.0
133,1.0000000094522348
134,0.9996884701971933
135,0.9995275982660768
136,0.9999968378271236
137,1.0000000761160315
138,1.0000000000560707
139,1.0
140,1.000000087050613
141,0.9994821183586148
142,0.999909320354522
143,1.0000000014006156
144,0.9996274817505187
145,0.999534575987246
146,0.999463279143978
147,0.9994827344755414
148,0.9993986313140598
149,0.9997878752511202
150,0.9994843249119587
151,0.9994801557974214
152,0.9996632898875644
153,0.9999868864835808
154,0.999960096045382
155,0.9994887422622664
156,0.999997291921542
157,1.0
158,1.0
159,0.999486527500329
160,0.9999995048276623
161,1.0
162,0.9997298526048282
163,0.9994839593941234
164,0.9999032821343236
165,1.0000000022671658
166,0.9994846841235965
167,1.0
168,1.0
169,0.9999740430338804
170,0.9999929301867396
171,0.9994829714858209
172,0.999439609440163
173,1.000000009267228
174,0.9999449389451981
175,1.0
176,0.999489519989466
177,0.9999823827261212
178,1.0
179,0.9994751904765863
180,0.9999220355013788
181,0.999611779674525
182,1.0
183,0.9995129677562066
184,1.000000000095543
185,0.99932825036848
186,0.9996622511607188
187,0.9994829730798966
188,1.0
189,1.0
190,1.0
191,1.0
192,0.9999682743357711
193,0.9995617571813686
194,0.9994871994158955
195,0.9999776658519867
196,1.0
197,0.9999726772500038
198,0.999888863994176
199,0.9999088033400707
200,0.9999279858221845
201,0.9993463122552242
202,0.9994848955023304
203,0.9996591350110617
204,0.9999763826697478
205,0.9999028212418969
206,0.9994796185991733
207,1.0
208,1.0
209,0.9997972923071903
210,0.9997639762531509
211,0.9999869864783345
212,0.9999784908877686
213,0.9994736526115119
214,0.9994842920326295
215,1.0
216,0.9994952577993355
217,0.9992419876817492
218,0.9993794934096831
219,1.0
220,0.99999404543132
221,0.9996447317042536
222,0.9995264402572942
223,0.9997612570568891
224,0.9999786892886341
225,0.999482718023862
226,0.9999944409568379
227,1.0
228,1.0
229,0.9999792623250398
230,0.9999993078439186
231,0.9994820095926494
232,0.9996464974408098
233,0.9999129521441391
234,0.9999444610651039
235,0.9999864482586547
236,0.9994777370835362
237,0.9991668314141884
238,0.9999147063715311
239,0.9994841405670014
240,0.999637781513723
241,0.9994872542548185
242,0.999621174230206
243,0.9994453628260531
244,0.9996858166894942
245,0.9999860727121449
246,0.9994856946410017
247,1.0000052118565388
248,0.9999958457615178
249,0.9994718988016782
250,0.9994867646325025
251,0.9997223679559772
252,0.9999991510077632
253,0.9994902583953873
254,1.0000000001154288
255,1.000000029220192
256,0.9993506177975352
257,0.9999969147429321
258,0.9993711204135071
259,0.9994646820171901
260,0.9998332211505231
261,1.0
262,0.9994877808872615
263,0.9994901164739599
264,0.9999826952680148
265,0.9999866526471713
266,0.9999539210668867
267,0.9994863778714599
268,0.9994875254762418
269,0.9999142871883523
270,0.9999971281554838
271,0.9994929604941198
272,1.000000000026606
273,0.9994847186960278
274,0.9994784070337694
275,0.9996716589446207
276,0.9994841866105847
277,0.9995496611480291
278,0.9999674879102773
279,0.9994851309553157
280,1.0
281,0.999980555847347
282,1.0000000000008158
283,1.0
284,0.9998191923593425
285,0.9994867037312878
286,1.000000000008981
287,0.999130327021319
288,0.9994848213703794
289,1.0000000000141445
290,1.0000000001755156
291,1.0
292,1.0
293,1.000000000535826
294,1.0000000091213317
295,1.0
296,1.0
297,1.0
298,1.0000000000557236
299,0.9994854668054935
300,1.0
301,0.9997197331380484
302,1.0000000016965365
303,0.9994813975239016
304,1.0
305,0.9994394164737895
306,1.0
307,0.9998936011516619
308,1.0
309,0.9999555269342034
310,1.000000000100355
311,0.9995261622309511
312,1.0
313,0.9998809472997973
314,1.0
315,1.0000000001286937
316,0.9994887043312077
317,0.9999999390493347
318,1.0
319,1.0
320,1.0
321,0.9994836457751004
322,0.9994838776616523
323,0.9994916779682846
324,0.9995565993483865
325,1.0
326,1.0
327,0.9998772867898588
328,1.0
329,0.9999118175171064
330,0.9999972912970736
331,0.9999916000282263
332,1.0
333,1.0
334,1.0
335,0.999966509814277
336,1.000000000001433
337,0.9999823539479729
338,0.9999989001536232
339,0.9998706247186575
340,1.0000000094983685
341,0.9994820206268992
342,0.9994841913777115
343,1.0000000000004778
344,1.0000000153595163
345,0.9999273696256026
346,1.0000000011623307
347,1.0000000006271619
348,1.0
349,1.0
350,0.999627176282878
351,1.0000000000467208
352,1.0000000000279168
353,0.9994852405923114
354,1.0000000000389093
355,0.9994872071087821
356,0.9994872947554505
357,0.99971701361982
358,0.9994888742211885
359,0.9993322168608185
360,0.9993956471079145
361,0.99990906847045
362,0.9999521352124462
363,1.0
364,1.0
365,0.9994783606694801
366,1.0000000000139118
367,0.9996426477916065
368,1.0
369,0.9994583555808683
370,0.9994863429543991
371,0.9994857496144743
372,0.99978925607678
373,0.9998736890784596
374,0.9998856187961312
375,0.9994792636330876
376,1.0
377,0.9999273719062713
378,1.0
379,1.0
380,1.0
381,0.9999546382186513
382,1.0
383,0.9999056515004187
384,0.9994816603501445
385,1.0
386,1.0
387,0.9999631688207719
388,0.999813150394782
389,0.9994847663143197
390,0.9994909992122174
391,1.0
392,1.0
393,1.0000000000805433
394,0.9994878840623954
395,0.9994877743616718
396,1.0
397,0.9999915763752951
398,0.9993776506297406
399,0.9994632842990194
400,0.9995036037831584
401,0.9999900967924585
402,0.9994917418239907
403,1.0
404,0.999481450938315
405,0.9999999922329487
406,0.9998689490428307
407,0.999493076157534
408,0.9994859907801753
409,0.9994940849302831
410,0.9991038524186756
411,0.999965817174386
412,0.9999760891858512
413,0.9999998511797202
414,0.9994972399431417
415,0.9995081649961084
416,1.0000000020580717
417,0.9999836762511687
418,0.9999397352081978
419,0.9996856723880286
420,0.9994784094440788
421,0.9995216840888151
422,0.9999465068998509
423,1.0
424,0.9998267712431447
425,1.0
426,1.0
427,0.9998952222500228
428,1.0000000056171525
429,1.0
430,0.9999843108338571
431,0.9996475176637443
432,0.9993071699934721
433,1.0
434,0.9999693433956448
435,1.0000000009746157
436,0.9993526526610892
437,0.999985331949705
438,0.9994886019940541
439,0.9999412213855111
440,1.0
441,0.9999474468565315
442,0.9995126603394159
443,1.0000000001204359
444,0.999992216782016
445,1.0
446,0.999492900932337
447,1.000000002032028
448,0.9995252662260519
449,0.9994989031572161
450,1.0
451,0.9996490007980098
452,1.0000000011950847
453,0.9999223979511535
454,0.9995043646899745
455,0.9999552807567103
456,0.9999628543945684
457,1.0
458,0.9992506981573328
459,1.0
460,1.0
461,1.000000005371118
462,1.0
463,1.0
464,1.0
465,0.9999999999988021
466,0.9994841499327896
467,0.9999394511701065
468,1.0000000005821834
469,1.0000000014477248
470,1.0000000042392005
471,1.0000000120440824
472,1.0000000024757956
473,1.0
474,0.9996372653174737
475,1.0
476,1.0
477,1.0
478,0.9999999965607362
479,1.0
480,1.0
481,0.9994806619884459
482,1.0
483,0.9993525240193412
484,0.9995809651202021
485,0.9997165420330031
486,1.0
487,0.9999602545609615
488,0.9994813160864796
489,0.9999779984761235
490,1.0000000030230722
491,0.9997633815001745
492,0.9994960844500206
493,0.9996428718493385
494,0.9994976974366104
495,0.9999533932901948
496,1.0
497,0.9999500535365109
498,0.9999238232416516
499,0.9998205956195201
500,0.9998941846826895
501,0.9994923098203117
502,0.9999986267678708
503,0.9999289945025057
504,0.9999290358250654
505,0.9995022499163069
506,0.9999908309398512
507,0.9999954828741713
508,0.9999796653130805
509,0.9999258325807564
510,0.9999855282948257
511,1.0000000114648584
512,0.9994941688698543
513,1.0
514,1.0
515,0.9994943457108117
516,0.9994998273839995
517,1.0
518,1.0
519,0.9994953353529289
520,0.9994378944913429
521,1.0
522,0.9999845750890745
523,0.999379292333187
524,0.9995510731700369
525,1.0
526,0.9999633239903385
527,1.0
528,0.9994753270967832
529,1.0
530,0.999909956872079
531,1.0
532,1.0000000001088547
533,0.9998905809035773
534,0.9994931413597704
535,0.9999989784425406
536,0.9993014706308412
537,0.9994811977213692
538,0.9995044953168549
539,0.9999837441543765
540,1.0
541,0.9999974909235027
542,0.9995916433705027
543,0.9995463828703215
544,0.9994944605492272
545,1.0
546,0.9999634128800828
547,1.0
548,1.0
549,1.0
550,0.9994873089320477
551,1.0
552,0.999503698407405
553,0.9999884247757234
554,1.0000000000134248
555,0.9994912287524391
556,1.0
557,0.9999935916991107
558,0.9999851853461843
559,1.0
560,1.0
561,1.0
562,0.9994856689893299
563,0.9994836265413565
564,0.999487301509647
565,1.000000000016612
566,0.9999997448405941
567,1.0000000014040635
568,1.0
569,0.9995058481497572
570,1.0
571,0.9999366327374257
572,1.0
573,0.9999999114060454
574,0.999987272648115
575,0.9994872906828827
576,0.9994877359604086
577,0.9999535079454142
578,0.9994028296103977
579,0.9994901997967282
580,0.9999917129870626
581,0.9999886286108461
582,0.9999871453132083
583,0.9999958206811406
584,0.9999846578264684
585,0.9999998780838601
586,0.9999719491446988
587,0.9994950115084844
588,0.9999763906531913
589,0.9998120718597376
590,0.9994893534051411
591,1.0
592,0.9999857600132832
593,0.9998045495732876
594,1.0
595,0.9999406122559142
596,0.9999857791749827
597,0.9999472684949563
598,1.0
599,0.9994862025358842
600,0.9999699808843835
601,0.999486921703292
602,0.9994892823895685
603,0.9999874383017177
604,0.9994834214611119
605,0.999486387056318
606,0.9999992120360637
607,0.9994773504108798
608,0.9999985802961919
609,0.9998297282802726
610,0.9999888202321681
611,0.9997620175797616
612,0.9998217779770682
613,0.9999873428121919
614,0.9995452133613144
615,1.0
616,0.9999541891328473
617,0.9999825835492842
618,0.9999952885946543
619,0.999083083962862
620,1.0
621,0.9994766631855136
622,0.9994903774381078
623,1.0000000002161697
624,0.9999842035944
625,0.9994893050515413
626,0.9999893982972567
627,0.9994918801626346
628,1.0
629,1.0000000004136833
630,1.0
631,0.9997341346068532
632,0.9994747850790502
633,0.9995510584481209
634,1.0
635,0.9999929665178656
636,0.9994892238379033
637,0.9999813572592233
638,0.9994681253467879
639,0.999991985729684
640,0.9992690396632262
641,0.9999797674033586
642,0.9994928408795121
643,0.9994817308941607
644,0.9994866603566565
645,0.9999817596103235
646,0.9998572337672413
647,1.0
648,1.0
649,0.9994873775645345
650,0.9993315752137826
651,0.9997393824640425
652,0.9994840863555522
653,0.9994853706192078
654,0.9994841547921556
655,0.9999956605717171
656,1.000000000624318
657,1.0000000017349384
658,0.9999956189672606
659,0.9999898855732414
660,0.9999562979945102
661,0.9999970187710073
662,1.0
663,0.999482614300728
664,0.9994830242345867
665,1.0
666,0.9996516158516476
667,0.999481920371472
668,0.9999602033091688
669,0.9996571789708957
670,0.9999390548548753
671,1.0
672,0.9994862368177855
673,0.9992251208424178
674,0.9999999985400118
675,0.9994834703150552
676,0.999937863822517
677,0.9994837903959969
678,0.9994901704750757
679,0.9994841696067569
680,1.0000000014153556
681,0.9999837991300752
682,0.9994837908916137
683,0.9994494307486103
684,0.9994848398329215
685,0.9999356173846697
686,0.9999854968314876
687,0.9994854333217656
688,0.9993021438114024
689,1.0000000001913751
690,0.9994850432814144
691,0.9998130077686865
692,0.999485367249918
693,0.9995179158650921
694,0.999476134776834
695,0.999872575074742
696,1.0
697,0.9998444555018016
698,0.9994837627274298
699,0.9999880694815357
700,1.0
701,1.0
702,0.9999998730564708
703,1.0
704,0.9999987988018751
705,1.0
706,0.9997099822188115
707,1.0
708,0.9999950471270056
709,0.9999473512683064
710,0.9997973940149175
711,1.0000000039150667
712,0.9999878180818853
713,0.9994750469787759
714,0.999947734183835
715,0.999986973571448
716,1.0
717,0.9995022604125376
718,1.0000000011709638
719,0.9998914622450816
720,1.0
721,0.9994844077066315
722,0.9996316774792525
723,0.9994835678581522
724,1.0000272787246387
725,1.0
726,0.9994952503148132
727,0.9999110033734263
728,0.9999913171036133
729,0.999930742759956
730,0.9999104035843019
731,0.9999967303144447
732,0.9999960208024965
733,0.9999948112171069
734,0.9999636147380566
735,0.9994873493195218
736,1.0
737,1.0
738,1.0
739,1.0
740,1.0
741,0.9999948535198336
742,1.000000000855625
743,0.9995035548539706
744,0.9994921725564199
745,0.999483723037599
746,0.9999977694249473
747,1.0
748,0.9994924709149863
749,1.0000000008973324
750,1.0
751,0.9994925616646462
752,1.0000000146733725
753,1.0000000000145237
754,1.0000000128489654
755,1.000000013087355
756,1.0
757,1.0000000094456405
758,1.0000000130049953
759,1.0000000134966853
760,0.9995677723885713
761,1.0000000071600799
762,1.0000000032727767
763,1.0
764,1.000000011788924
765,1.0000000137905791
766,1.0
767,1.0000000084669798
768,1.000000007667294
769,1.000000004065222
770,1.0000000129983877
771,1.0
772,1.0
773,1.0000000052738431
774,1.0000000018867354
775,1.0
776,1.0
777,0.999489232898147
778,1.0
779,0.9993731241835513
780,1.0000000085267928
781,1.0000000141534922
782,0.9994685339745211
783,1.0
784,1.0
785,0.9994920520858037
786,1.0000000142431202
787,1.0000000076278226
788,1.000000010719605
789,0.9999687965413201
790,1.0
791,1.0
792,1.000000006693661
793,1.000000009116506
794,1.000000007234912
795,1.0
796,1.0
797,0.9994847464818652
798,1.0
799,1.000000013072004
800,1.0000000123249644
801,1.0
802,1.0
803,1.0
804,1.0
805,1.0000000059970098
806,1.0000000078772984
807,1.0
808,1.0
809,1.000000000026743
810,1.0000000001048406
811,1.0
812,0.9994937562550429
813,1.0
814,1.0
815,1.0000000038654882
816,1.0
817,1.0000000191256484
818,1.0000000174077268
819,0.9999749762393878
820,1.0000000191871887
821,0.9999972963309413
822,0.9994821897334675
823,1.0
824,1.0
825,1.0000000000983773
826,1.0000000039214665
827,1.0000000077221114
828,1.0
829,1.0000000055712315
830,1.0
831,1.0
832,0.9999985958972276
833,1.0
834,1.0000000002557266
835,1.000000019023654
836,1.0000000209613096
837,1.000000026093163
838,0.9994914434679816
839,1.0000000306443961
840,1.0000000206646735
841,1.0000000247311063
842,1.0000000174984383
843,1.0000000002161054
844,1.0000000341797535
845,1.0000000291127145
846,1.0
847,1.0000000001378366
848,1.0
849,0.9999191945427993
850,0.9994920701175457
851,1.0
852,1.0000000047146365
853,0.9999939152042226
854,1.0
855,1.0
856,1.0
857,1.0
858,1.0
859,1.0000000019491242
860,0.9994905429471431
861,1.0000000000022229
862,0.9999611091498579
863,0.9994648860369544
864,1.0
865,1.0000000079060294
866,1.0000000077284785
867,1.0
868,1.0000000113216072
869,0.999490114438772
870,0.999960090214047
871,0.999901276939936
872,0.9999020248450141
873,0.9996193618005978
874,0.9994911383774799
875,0.9999184186918878
876,1.0000000044845352
877,0.9997544563612695
878,0.999487852201969
879,0.9994955547787049
880,0.9994468506179968
881,0.9995007549730444
882,0.9998723167334168
883,0.999367358982788
884,0.9995218162021566
885,0.9994900231776379
886,0.999597834172176
887,0.9995555579868144
888,0.9997980078216068
889,0.9994904331495719
890,0.9993706121589093
891,0.9996170244285828
892,0.9991177994344083
893,0.9994896940115426
894,0.9993391730063836
895,0.999864950799508
896,1.0000000880203612
897,0.9999005052032968
898,1.0
899,0.999484926303985
900,1.0
901,0.9994755264324838
902,0.9994831985490786
903,0.9997488369237031
904,0.9994883018798305
905,0.9998976472035155
906,0.9994894255150107
907,0.9994894422930863
908,1.0000000115084549
909,0.9994615482893786
910,0.9999460979108811
911,1.0000000529375306
912,1.0
913,1.0
914,0.9997061372108665
915,0.9999776278951406
916,1.0
917,1.0
918,1.0
919,1.0
920,0.9999999565941365
921,0.9999291780981727
922,0.9994917269982627
923,1.0
924,1.0
925,0.999538516748794
926,0.9999605869960626
927,0.9999462223374695
928,0.9999056248614558
929,0.9999460582111265
930,0.9994927726259599
931,0.9997792197520757
932,1.0
933,1.0
934,0.9994752063540455
935,0.9994938858449002
936,1.0000000088026035
937,1.0000000000573512
938,0.9997480376876877
939,0.9995364430633314
940,1.0
941,0.9994944430156628
942,1.0
943,1.0
944,0.999494670249177
945,0.9994781263898573
946,0.9994953522248687
947,1.0
948,1.0
949,0.9994952184444166
950,1.000000623206415
951,0.9994977184856543
952,0.9998894730736165
953,0.9994953048267623
954,1.0
955,1.0
956,0.9996698372143338
957,1.0000000036423335
958,0.9999693556335376
959,0.9994955784874016
960,0.9994954209123843
961,0.9999605735503657
962,0.9999614046121295
963,0.9994946185810923
964,0.9999995229574138
965,1.0
966,0.9997229873224955
967,1.0
968,1.0000000139080212
969,1.0
970,1.0
971,0.9999814516215783
972,0.9999412348232021
973,1.000000000851934
974,0.9999972924274448
975,1.0
976,0.999492938290844
977,0.9995273256250877
978,0.9994451366835829
979,0.9994845998196346
980,0.9999961119784272
981,1.0
982,0.9998120076750062
983,0.9999895965075833
984,0.9994735360487108
985,0.9999074856721696
986,1.0
987,0.9999994052033123
988,1.0
989,1.0
990,0.9999879122710001
991,0.9999508195348401
992,0.9999800679038146
993,1.0
994,0.9999996088060502
995,0.9994960394285186
996,0.9999991759353356
997,0.9996059044400816
998,0.9999999567099543
